羊公,,,1,名詞,固有名詞,人名,一般,*,*,羊公,ヒツジコウ,ヒツジコー
羊畜生,,,1,名詞,固有名詞,人名,一般,*,*,羊畜生,ヒツジチクショウ,ヒツジチクショー
わたちん,,,1,名詞,固有名詞,人名,一般,*,*,わたちん,ワタチン,ワタチン
わためちゃ,,,1,名詞,固有名詞,人名,一般,*,*,わためちゃ,ワタメチャ,ワタメチャ
常闇,,,1,名詞,固有名詞,人名,姓,*,*,常闇,トコヤミ,トコヤミ
トワ,,,1,名詞,固有名詞,人名,名,*,*,トワ,トワ,トワ
トワしゃま,,,1,名詞,代名詞,一般,*,*,*,トワしゃま,トワシャマ,トワシャマ
常闇眷属,,,1,名詞,固有名詞,一般,*,*,*,常闇眷属,トコヤミケンゾク,トコヤミケンゾク
とわぴ,,,1,名詞,固有名詞,人名,一般,*,*,とわぴ,トワピ,トワピ
トワ様,,,1,名詞,固有名詞,人名,一般,*,*,トワ様,トワサマ,トワサマ
トワぴ,,,1,名詞,固有名詞,人名,一般,*,*,トワぴ,トワピ,トワピ
トワピ,,,1,名詞,固有名詞,人名,一般,*,*,トワピ,トワピ,トワピ
トワち,,,1,名詞,固有名詞,人名,一般,*,*,トワち,トワチ,トワチ
トワちん,,,1,名詞,固有名詞,人名,一般,*,*,トワちん,トワチン,トワチン
ヘラ,,,1,名詞,固有名詞,人名,一般,*,*,ヘラ,ヘラ,ヘラ
トワトワ,,,1,名詞,固有名詞,人名,一般,*,*,トワトワ,トワトワ,トワトワ
トワワ先輩,,,1,名詞,固有名詞,人名,一般,*,*,トワワ先輩,トワワセンパイ,トワワセンパイ
姫森,,,1,名詞,固有名詞,人名,姓,*,*,姫森,ヒメモリ,ヒメモリ
ルーナ,,,1,名詞,固有名詞,人名,名,*,*,ルーナ,ルーナ,ルーナ
ルーナイト,,,1,名詞,固有名詞,一般,*,*,*,ルーナイト,ルーナイト,ルーナイト
わたがし,,,1,名詞,固有名詞,一般,*,*,*,わたがし,ワタガシ,ワタガシ
姫ココ,,,1,名詞,固有名詞,一般,*,*,*,姫ココ,ヒメココ,ヒメココ
ころルナ,,,1,名詞,固有名詞,一般,*,*,*,ころルナ,コロルナ,コロルナ
スバルーナ,,,1,名詞,固有名詞,一般,*,*,*,スバルーナ,スバルーナ,スバルーナ
ノエルーナ,,,1,名詞,固有名詞,一般,*,*,*,ノエルーナ,ノエルーナ,ノエルーナ
フレルーナ,,,1,名詞,固有名詞,一般,*,*,*,フレルーナ,フレルーナ,フレルーナ
マリルーナ,,,1,名詞,固有名詞,一般,*,*,*,マリルーナ,マリルーナ,マリルーナ
ポルーナ,,,1,名詞,固有名詞,一般,*,*,*,ポルーナ,ポルーナ,ポルーナ
ほろべいびー,,,1,名詞,固有名詞,一般,*,*,*,ほろべいびー,ホロベイビー,ホロベイビー
林檎と姫,,,1,名詞,固有名詞,一般,*,*,*,林檎と姫,リンゴトヒメ,リンゴトヒメ
あんぽんたん姉妹,,,1,名詞,固有名詞,一般,*,*,*,あんぽんたん姉妹,アンポンタンシスターズ,アンポンタンシスターズ
